-0.38845733,-0.25629124,0.8604356
-0.37984687,-0.2544133,0.86201316
-0.37092912,-0.26025683,0.8627841
-0.38235623,-0.26521242,0.8624842
-0.36382058,-0.2591933,0.8649238
-0.3490165,-0.2661144,0.8719487
-0.3423748,-0.25648433,0.8727792
-0.35903046,-0.26115736,0.8691638
-0.3527649,-0.25066754,0.87129956
-0.3446009,-0.24876255,0.8719524
-0.34305233,-0.2665576,0.8736528
-0.35158277,-0.25929847,0.8716647
-0.3080477,-0.25436857,0.85972905
-0.33817205,-0.25791073,0.8750315
-0.3352079,-0.26412636,0.8749996
-0.32729682,-0.26323715,0.8751258
-0.29473683,-0.24479474,0.8634012
-0.29905385,-0.26093233,0.86129284
-0.29524782,-0.2552597,0.8669297
-0.3031997,-0.24694349,0.8626924
-0.30120897,-0.25391418,0.86202866
-0.41743603,-0.5208427,1.7118187
-0.43474117,-0.50655854,1.7074896
-0.41885388,-0.5032551,1.7108368
-0.43102148,-0.52099264,1.7062492
-0.409296,-0.48912796,1.7151866
-0.42563993,-0.4934022,1.7123376
-0.3886043,-0.5168722,1.7196009
-0.372342,-0.5328495,1.7246718
-0.39598572,-0.4885731,1.720409
-0.39125434,-0.5007924,1.7202513
-0.38113546,-0.48647982,1.7268425
-0.37824172,-0.5014282,1.7255204
-0.4075447,-0.50677073,1.7156771
-0.37484017,-0.5162747,1.7245473
-0.4032036,-0.5183518,1.7154398
-0.36826974,-0.4873675,1.732655
-0.36219898,-0.49685848,1.7308905
-0.32054204,-0.49691164,1.7444705
-0.33113253,-0.5120431,1.740014
-0.3145762,-0.5288619,1.7471464
-0.34281793,-0.52920127,1.7341905
-0.35062277,-0.5011554,1.7358915
-0.36037546,-0.5149844,1.7292413
-0.32678184,-0.52426445,1.7398565
-0.31626654,-0.509851,1.7457583
-0.3547864,-0.52520037,1.7278591
-0.33255398,-0.49242237,1.7397885
-0.34539464,-0.51234585,1.7343813
-0.29765898,-0.5221466,1.7511531
-0.28402054,-0.5242765,1.753462
-0.29626226,-0.5419148,1.7518159
-0.2657235,-0.5381586,1.7589616
-0.3013193,-0.5084819,1.7505038
-0.2782874,-0.53241855,1.752335
-0.28663936,-0.5068176,1.7539871
-0.2707936,-0.50340694,1.7569835
-0.30382052,-0.4904706,1.749784
-0.26724482,-0.5173118,1.7570902
